시군명,사업장명,인허가일자,영업상태명,폐업일자,다중이용업소여부,총시설규모(㎡),위생업종명,위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
가평군,GS25가평대로점,20190109,영업,,,,,편의점,"경기도 가평군 가평읍 가화로 160, A동 1층 101호 (정명빌라)",경기도 가평군 가평읍 읍내리 626-13 정명빌라 A동 1층 101호 ,12412,37.8336188864,127.5116824712
가평군,지에스(GS)25가평자라섬점,20211203,영업,,,,,편의점,"경기도 가평군 가평읍 자라섬로 60, 자라섬수상클럽하우스 1층","경기도 가평군 가평읍 달전리 산 7 ,산8 자라섬수상클럽하우스 1층 ",12421,37.8209000098,127.5210429935
가평군,세븐일레븐청평스마트점,20170803,영업,,,,,편의점,경기도 가평군 청평면 경춘로 660,경기도 가평군 청평면 청평리 701-16 ,12454,37.7280039351,127.4098395230
가평군,GS25가평조종점,20170504,영업,,,,,편의점,"경기도 가평군 조종면 현창로 25, 1층","경기도 가평군 조종면 현리 410-18 외 7필지, 1층 ",12438,37.8170639997,127.3485031334
가평군,세븐일레븐아침고요수목원점,20171027,영업,,,,,편의점,경기도 가평군 상면 수목원로 22 (세븐일레븐 편의점 내) 1층,"경기도 가평군 상면 임초리 431-14 1층 , (세븐일레븐 편의점 내) ",12447,37.7718358161,127.3713277099
가평군,이마트24HJ매그놀리아국제병원점,2019-08-06,영업,,,,,편의점,"경기도 가평군 설악면 미사리로 267-177, 청심국제병원 지하1층",경기도 가평군 설악면 송산리 426-10 청심국제병원 ,12461,37.6911268232,127.5213805697
가평군,세븐일레븐가평아모르점,20210819,영업,,,,,편의점,"경기도 가평군 북면 꽃넘이길 65, C동 1층","경기도 가평군 북면 제령리 515-2 ,1층 C동 ",12405,37.8970241047,127.5245905809
가평군,이마트24스마트(SMART)가평라포하임점,20150922,영업,,,,,편의점,"경기도 가평군 가평읍 북한강변로 479-21, 1층","경기도 가평군 가평읍 금대리 284-28 ,1층 ",12428,37.7694033469,127.5377534321
가평군,GS(지에스)25청평강변나루,20220126,영업,,,,,편의점,"경기도 가평군 청평면 구청평로 64, 1층","경기도 가평군 청평면 청평리 626-13 ,1층 ",12454,37.7328833763,127.4141802064
가평군,이마트24현리BJ점,20210927,영업,,,,,편의점,"경기도 가평군 조종면 현창로 28-7, 1층",경기도 가평군 조종면 현리 410-52 1층 ,12438,37.8176333998,127.3497290420
가평군,이마트24 대성리역점,20080923,영업,,,,,편의점,경기도 가평군 청평면 경춘로 64-1,경기도 가평군 청평면 대성리 396 ,12457,37.6816829691,127.3782314933
가평군,씨유가평신상리점,20211008,영업,,,,,편의점,"경기도 가평군 조종면 운악청계로 358, 1층",경기도 가평군 조종면 신상리 170-2 씨유가평신상리점 1층 ,12434,37.8471767001,127.3554886607
가평군,세븐일레븐청평여울시장점,20211102,영업,,,,,편의점,"경기도 가평군 청평면 강변로 23, 1층","경기도 가평군 청평면 청평리 620-1 외2필지,1층 ",12453,37.7346866772,127.4150633547
가평군,씨유뉴현리맹호점,20220307,영업,,,,,편의점,"경기도 가평군 조종면 운악청계로 156, 1층","경기도 가평군 조종면 현리 74-18 ,1층 ",12435,37.8340759014,127.3447067686
가평군,지에스25(GS25)가평설악점,20110428,영업,,,,,편의점,경기도 가평군 설악면 신천중앙로 129,경기도 가평군 설악면 신천리 458-4 ,12467,37.6778605952,127.4895328042
가평군,지에스(GS)25가평이편한점,2023-10-16,영업,,,,,편의점,"경기도 가평군 가평읍 문화로 167, 지하1층 (e편한세상 가평퍼스트원)",경기도 가평군 가평읍 대곡리 694 e편한세상 가평퍼스트원 ,12416,37.8275173324,127.5072611835
가평군,CU청평청구타운점,20220624,영업,,,,,편의점,"경기도 가평군 청평면 경춘로 807-23, 1층","경기도 가평군 청평면 청평리 445-4 ,1층 ",12451,37.7385904475,127.4164776067
가평군,세븐일레븐가평비룡로점,20220711,영업,,,,,편의점,"경기도 가평군 상면 비룡로 1972, 1동 1층 102호",경기도 가평군 상면 상동리 115-13 1동 102호,12443,37.7934956794,127.3234499124
가평군,미니스톱청평청구점,20210330,영업,,,,,편의점,"경기도 가평군 청평면 경춘로 807-12, 청평청구아파트 상가동 1층 102호",경기도 가평군 청평면 청평리 470-37 청평청구아파트 상가동 102호,12451,37.7381223484,127.4173180048
가평군,세븐일레븐가평창의점,2021-04-06,영업,,,,,편의점,"경기도 가평군 설악면 한서로 78, 1층","경기도 가평군 설악면 창의리 451-1 외1필지, 1층 ",12464,37.6744359648,127.5009752642
가평군,씨유 대성리점,2011-06-01,영업,,,,,편의점,경기도 가평군 청평면 경춘로 84,경기도 가평군 청평면 대성리 399-77 ,12457,37.6833328478,127.3786484232
가평군,(주)코리아세븐 가평현리맹호점,2019-06-24,영업,,,,,편의점,"경기도 가평군 조종면 청군로 1229, 1층",경기도 가평군 조종면 현리 477-117 백운종합마트 ,12438,37.8145417294,127.3496103344
가평군,이마트24아침고요수목원2호점,20220111,영업,,,,,편의점,"경기도 가평군 상면 청군로 697, 1층",경기도 가평군 상면 임초리 417-4 외1필지(417-3) 1층 ,12447,37.7739182304,127.3716533986
가평군,GS25남이섬,20151209,운영중,,N,,휴게음식점,편의점,"경기도 가평군 가평읍 북한강변로 1054, 1층","경기도 가평군 가평읍 달전리 113-4번지 , 1층",477804,37.8065772105,127.5253444048
가평군,씨유 대성리점,20110601,운영중,,N,,휴게음식점,편의점,경기도 가평군 청평면 경춘로 84,경기도 가평군 청평면 대성리 399-77번지,477812,37.6833328478,127.3786484232
가평군,세븐일레븐(가평설악방주점),20160831,운영중,,N,,휴게음식점,편의점,경기도 가평군 설악면 유명로 1641-5,경기도 가평군 설악면 신천리 601번지,477853,37.6753905318,127.4857795898
가평군,GS25가평조종점,20170504,운영중,,N,,휴게음식점,편의점,"경기도 가평군 조종면 현창로 25, 1층",경기도 가평군 조종면 현리 410-18번지,12438,37.8170639997,127.3485031334
가평군,지에스(GS)25 가평중앙점,20100429,운영중,,N,,휴게음식점,편의점,경기도 가평군 가평읍 석봉로 209 (외 1필지),경기도 가평군 가평읍 읍내리 637-6번지 외 1필지,477801,37.8338173901,127.5092732769
가평군,바이더웨이 가평설악점,20090917,운영중,,N,,휴게음식점,편의점,경기도 가평군 설악면 신천중앙로 114,경기도 가평군 설악면 신천리 432-6번지,477853,37.6778246837,127.4912792363
가평군,GS25 대성리점,20130426,운영중,,N,,휴게음식점,편의점,경기도 가평군 청평면 경춘로 89,경기도 가평군 청평면 대성리 399-25번지,477812,37.6838552138,127.3782506250
가평군,씨유 청평역점,20110211,운영중,,N,,휴게음식점,편의점,경기도 가평군 청평면 잠곡로 36,경기도 가평군 청평면 청평리 388-10번지,477813,37.7371345218,127.4226760549
가평군,GS25경춘대성,20160121,운영중,,N,,휴게음식점,편의점,경기도 가평군 청평면 경춘로 30,경기도 가평군 청평면 대성리 621-4번지,477812,37.6783872803,127.3771787252
가평군,GS25청평대교점,20170803,운영중,,N,,휴게음식점,편의점,경기도 가평군 청평면 경춘로 660,경기도 가평군 청평면 청평리 701-16번지,477813,37.7280039351,127.4098395230
가평군,씨유 가평점,20110307,운영중,,N,,휴게음식점,편의점,경기도 가평군 가평읍 연인1길 1,경기도 가평군 가평읍 읍내리 476-7번지,477801,37.8293554470,127.5136817902
가평군,씨유 켄싱턴리조트청평점,20110322,운영중,,N,,휴게음식점,편의점,경기도 가평군 상면 청군로 430,경기도 가평군 상면 덕현리 402-10번지,477821,37.7599261566,127.3954733647
가평군,씨유 가평터미널점,20110411,운영중,,N,,휴게음식점,편의점,경기도 가평군 가평읍 가화로 56 (외 1필지),경기도 가평군 가평읍 대곡리 167-4번지 외 1필지,477804,37.8248738010,127.5156570067
가평군,씨유 가평읍내점,20100507,운영중,,N,,휴게음식점,편의점,경기도 가평군 가평읍 가화로 132,경기도 가평군 가평읍 읍내리 446-5번지,477801,37.8313744595,127.5131139682
가평군,이마트24청평대성점,20151110,운영중,,N,,휴게음식점,편의점,경기도 가평군 청평면 청평중앙로 9-1,경기도 가평군 청평면 청평리 440-3번지,477813,37.7361927019,127.4161852179
가평군,미니스톱청평청구점,20151229,운영중,,N,,휴게음식점,편의점,"경기도 가평군 청평면 경춘로 807-12, 청평청구아파트 상가동 1층 102호",경기도 가평군 청평면 청평리 470-37번지 청평청구아파트 상가동 1층 102호,477813,37.7381223484,127.4173180048
가평군,지에스25가평터미널,20180831,폐업,20210827,,,,편의점,"경기도 가평군 가평읍 가화로 50, 1층",경기도 가평군 가평읍 대곡리 169-1 ,12419,37.8243708973,127.5158284434
가평군,씨유청평체육공원점,2020-03-27,폐업,2023-10-17,,,,편의점,"경기도 가평군 청평면 경춘로 886, 1층",경기도 가평군 청평면 청평리 328-8 1층 ,12452,37.7422099929,127.4241917088
가평군,씨유가평자라섬점,2023-09-05,폐업,2023-09-10,,,,편의점,"경기도 가평군 가평읍 자라섬로 60, 자라섬일대 2023그린캠프",경기도 가평군 가평읍 대곡리 27-14 자라섬일대 2023그린캠프 ,12421,37.8209000098,127.5210429935
가평군,씨유가평타운,2022-12-28,폐업,2023-01-27,,,,편의점,"경기도 가평군 가평읍 중촌로 17-21, 1층",경기도 가평군 가평읍 읍내리 598-3 1층 ,12414,37.8334479762,127.5075117774
가평군,지에스(GS)25,20220930,폐업,20221003,,,,편의점,"경기도 가평군 가평읍 자라섬로 60, 중도 서도 행사장",경기도 가평군 가평읍 대곡리 27-14 중도 서도 행사장 ,12421,37.8209000098,127.5210429935
가평군,씨유(CU)가평창의점,20220922,폐업,20221202,,,,편의점,"경기도 가평군 설악면 한서로 100, 1동 1층","경기도 가평군 설악면 창의리 431-1 외2필지(429-3,432) 1층 1동 ",12464,37.6732191278,127.5027442469
가평군,이마트24청평쉐르빌점,20210611,폐업,20230112,,,,편의점,"경기도 가평군 청평면 강변나루로40번길 40, 마동 1층 (현대하이츠빌라)","경기도 가평군 청평면 청평리 631-13 ,마동 1층 ",12454,37.7317207266,127.4142723374
가평군,가맥편의점,2020-06-12,폐업,2023-07-20,,,,편의점,"경기도 가평군 설악면 한서로 169-12, 1층",경기도 가평군 설악면 창의리 174-11 ,12464,37.6691988076,127.5093888248
가평군,씨유 뉴현리맹호,20200327,폐업,20220307,,,,편의점,경기도 가평군 조종면 운악청계로 156,경기도 가평군 조종면 현리 74-18 ,12435,37.8340759014,127.3447067686
가평군,이마트24 가평매그놀리아점,2021-01-05,폐업,2023-02-02,,,,편의점,"경기도 가평군 설악면 미사리로 189, 1층","경기도 가평군 설악면 송산리 706 외 2필지(706-2, 707) ",12461,37.6880905309,127.5130546713
가평군,세븐일레븐가평신상리점,20210802,폐업,20221014,,,,편의점,"경기도 가평군 조종면 운악청계로 200, 1층","경기도 가평군 조종면 신상리 349-5 ,1층 ",12434,37.8357125852,127.3487832119
가평군,파란스포츠 편의점,20110706,폐업 등,20130312,N,,휴게음식점,편의점,경기도 가평군 청평면 경춘로 1151 (외 1필지),경기도 가평군 청평면 상천리 1156-1번지 외 1필지,477814,37.7622467836,127.4403497309
가평군,미니스톱 청평중앙점,20120830,폐업 등,20171204,N,,휴게음식점,편의점,경기도 가평군 청평면 잠곡로 16,경기도 가평군 청평면 청평리 413-6번지,477813,37.7368355952,127.4204405285
가평군,미니스톱 가평수목원점,20141024,폐업 등,20160128,N,,휴게음식점,편의점,경기도 가평군 상면 수목원로 40,경기도 가평군 상면 임초리 377-4번지,477824,37.7697978185,127.3704115302
가평군,GS25편의점,20151023,폐업 등,20151026,N,,휴게음식점,편의점,,경기도 가평군 가평읍 달전리 24번지 인근,477804,37.8165721695,127.5288302533
가평군,미니스톱 현리점,20141212,폐업 등,20161125,N,,휴게음식점,편의점,경기도 가평군 조종면 현창로38번길 4,경기도 가평군 조종면 현리 409-11번지,12437,37.8184343340,127.3487616566
가평군,GS25남이섬점,20161013,폐업 등,20161017,N,,휴게음식점,편의점,,경기도 가평군 가평읍 달전리 24번지 인근,477804,37.8165721695,127.5288302533
고양시,씨유하이파크시티2단지점,20210607,영업,,,,,편의점,"경기도 고양시 일산서구 하이파크3로 111, 상가-1동 102(일부)호 (덕이동, 하이파크시티일산파밀리에2단지)",경기도 고양시 일산서구 덕이동 1529 하이파크시티일산파밀리에2단지 상가-1 102(일부)호 ,10229,37.7017805120,126.7505812553
고양시,CU일산장항공단인점,20191202,영업,,,,,편의점,"경기도 고양시 일산동구 노첨길 56, 가동 1층 일부호 (장항동)",경기도 고양시 일산동구 장항동 618-6 가동 1층 일부호 ,10432,37.6359850497,126.7767323944
고양시,고양지역자활센터 CU고양새싹가게2호점,20161206,영업,,,,,편의점,"경기도 고양시 일산동구 일산로441번길 29, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1195-9 1층 일부호 ,10359,37.6720209265,126.7768816978
고양시,GS25 고양그랜드점,20210323,영업,,,,,편의점,"경기도 고양시 일산동구 운정로 214, 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 1104-2 1층 일부 ,10246,37.7161955366,126.7859151595
고양시,씨유 중산현대점,20210618,영업,,,,,편의점,"경기도 고양시 일산동구 탄중로 383, 중산마을 상가동 102(일부)호 (중산동)",경기도 고양시 일산동구 중산동 1575-4 중산마을11단지 ,10332,37.6887256544,126.7833204917
고양시,CU탄현동문10단지점,2018-03-23,영업,,,,,편의점,"경기도 고양시 일산서구 탄현로 95, 탄현마을10단지 104,105(편의점일부)호 (탄현동)","경기도 고양시 일산서구 탄현동 1470 탄현마을10단지, 104,105(편의점일부)호 ",10239,37.6998707142,126.7679561159
고양시,지에스(GS)25일산장항로,20200410,영업,,,,,편의점,"경기도 고양시 일산동구 장항로 207, B동 1층 일부호 (장항동)",경기도 고양시 일산동구 장항동 601-18 ,10432,37.6397924309,126.7758794058
고양시,CU마두서진점,20210609,영업,,,,,편의점,"경기도 고양시 일산동구 일산로 241-1, 백마마을 상가A동 101(일부)호 (마두동)",경기도 고양시 일산동구 마두동 755 백마마을1단지 ,10416,37.6571499421,126.7873880300
고양시,씨유일산대화동익점,20200421,영업,,,,,편의점,"경기도 고양시 일산서구 대산로 251, 성저마을 상가동  104(일부)호 (대화동)",경기도 고양시 일산서구 대화동 2212 성저마을 상가동 104(일부) ,10376,37.6798177378,126.7509496822
고양시,CU향동해링턴점,2019-09-06,영업,,,,,편의점,"경기도 고양시 덕양구 향기로 185, 상가동 1층 103호 (향동동, 디엠씨해링턴플레이스엔에이치에프)",경기도 고양시 덕양구 향동동 421 디엠씨해링턴플레이스엔에이치에프 ,10546,37.6061719778,126.8940873632
고양시,씨유일산대화삼익점,20190429,영업,,,,,편의점,"경기도 고양시 일산서구 대산로 261, 성저마을 상가동 107일부호 (대화동)",경기도 고양시 일산서구 대화동 2213 성저마을 상가동 107호일부 ,10376,37.6802535185,126.7500267152
고양시,GS25 덕이사랑점,20170630,영업,,,,,편의점,"경기도 고양시 일산서구 하이파크3로 61, 101(일부)호 (덕이동, 하이파크시티 일산밀리에4단지 상가-2)","경기도 고양시 일산서구 덕이동 1535 하이파크시티 일산밀리에4단지 상가-2, 101호일부 ",10235,37.6983012853,126.7491416513
고양시,세븐일레븐 일산숲속마을점,20210513,영업,,,,,편의점,"경기도 고양시 일산동구 숲속마을2로 51-34, 트윈하우스 A동 1층 일부호 (풍동)",경기도 고양시 일산동구 풍동 835-4 트윈하우스 102호,10302,37.6750986786,126.7984768206
고양시,씨유 후곡12단지점,20211018,영업,,,,,편의점,"경기도 고양시 일산서구 경의로 605, 1층 104 호 (일산동, 후곡마을12단지아파트)",경기도 고양시 일산서구 일산동 1107 상가동 1층 104호 ,10356,37.6787301068,126.7744918100
고양시,GS25 일산하이파크점,20220211,영업,,,,,편의점,"경기도 고양시 일산서구 하이파크3로 111, 상가2동 103(일부)호 (덕이동, 하이파크시티일산파밀리에2단지)",경기도 고양시 일산서구 덕이동 1529 하이파크시티일산파밀리에2단지 상가-2 103호일부 ,10229,37.7003663898,126.7521495683
고양시,CU북한산 효자사랑점,20220104,영업,,,,,편의점,"경기도 고양시 덕양구 북한산로 384, 1층 (효자동)",경기도 고양시 덕양구 효자동 175-5 ,10582,37.6600629131,126.9492831561
고양시,세븐일레븐 주교사랑,20200414,영업,,,,,편의점,"경기도 고양시 덕양구 원당로59번길 95, 1층 일부호 (주교동)",경기도 고양시 덕양구 주교동 274-3 ,10458,37.6606621286,126.8299385313
고양시,씨유 중산빌리지점,20211112,영업,,,,,편의점,"경기도 고양시 일산동구 탄중로431번길 47, 1층 일부호 (중산동)",경기도 고양시 일산동구 중산동 1596-11 일부호,10338,37.6850833633,126.7787282848
고양시,GS25원흥타운점,20200206,영업,,,,,편의점,"경기도 고양시 덕양구 원흥1로 48, 폴리곤스퀘어 1(일부)층 (원흥동)",경기도 고양시 덕양구 원흥동 620 1(일부)층 ,10563,37.6512639378,126.8696657059
고양시,(주)코리아세븐 일산동문점,20211221,영업,,,,,편의점,"경기도 고양시 일산서구 고양대로 596, 상가동 1층 101 일부호 (일산동, 동문굿모닝힐3차아파트)",경기도 고양시 일산서구 일산동 973-31 일산3차동문아파트 1층 101호 일부 ,10352,37.6866428744,126.7627329471
고양시,씨유 일산장항점,20211217,영업,,,,,편의점,"경기도 고양시 일산동구 장항로 141, 태진스메트 상가 1층 일부호 (장항동)","경기도 고양시 일산동구 장항동 622-11 태진스메트 상가 102,103호",10432,37.6358602962,126.7813918055
고양시,이마트24 원당본점,20201027,영업,,,,,편의점,"경기도 고양시 덕양구 고양대로1369번길 7, 대도빌딩 1층 일부호 (성사동)",경기도 고양시 덕양구 성사동 700-7 대도빌딩 1층일부호,10464,37.6551822418,126.8363477215
고양시,씨유 일산후곡벽산점,20190703,영업,,,,,편의점,"경기도 고양시 일산서구 킨텍스로 458, 후곡마을 상가동 109일부호 (일산동)",경기도 고양시 일산서구 일산동 1040 후곡마을 상가동 109호일부 ,10372,37.6840402825,126.7616472774
고양시,씨유 하이파크3단지점,20200518,영업,,,,,편의점,"경기도 고양시 일산서구 하이파크2로59번길 7, 상가동 105(일부)호 (덕이동, 하이파크시티일산파밀리에3단지)",경기도 고양시 일산서구 덕이동 1534 하이파크시티일산파밀리에3단지 상가동 105호 일부 ,10230,37.7005058033,126.7556646976
고양시,GS25중산산들점,20190621,영업,,,,,편의점,"경기도 고양시 일산동구 중산로157번길 54-4, 1층 일부호 (중산동)",경기도 고양시 일산동구 중산동 1664-4 ,10338,37.6843909828,126.7789958374
고양시,지에스25 고양백마점,20220523,영업,,,,,편의점,"경기도 고양시 일산동구 경의로 329, 백마마을 상가동 121(일부)호 (마두동)",경기도 고양시 일산동구 마두동 717 백마마을 상가동 121(일부)호,10417,37.6591894026,126.7922889575
고양시,세븐일레븐 일산본점,2013-08-20,영업,,,,,편의점,"경기도 고양시 일산서구 대산로 214, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2126-1 1층일부 ,10370,37.6785992087,126.7549423820
고양시,세븐일레븐 주엽강선점,2015-10-13,영업,,,,,편의점,"경기도 고양시 일산서구 중앙로 1376 (주엽동, 강선마을 상가 A-1-6호 일부)",경기도 고양시 일산서구 주엽동 75 강선마을 상가 A-1-6호 일부 ,10366,37.6672637278,126.7669498941
고양시,세븐일레븐 케이트리호텔점,20220525,영업,,,,,편의점,"경기도 고양시 일산서구 킨텍스로 255-3, K-TREE 1층 113,115호 (대화동)","경기도 고양시 일산서구 대화동 2307-16 K-TREE 113,115호 ",10390,37.6684155271,126.7480368520
고양시,씨유 일산 하늘마을5단지,20191016,영업,,,,,편의점,"경기도 고양시 일산동구 하늘마을1로 23, 하늘마을5단지 1층 104, 105(일부)호 (중산동)","경기도 고양시 일산동구 중산동 1800 하늘마을5단지 1층 104,105(일부)호 ",10311,37.6758186954,126.7877765065
고양시,세븐일레븐 일산밤가시공원점,20211012,영업,,,,,편의점,"경기도 고양시 일산동구 일산로372번길 31-2, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1278-5 ,10406,37.6690434630,126.7837592672
고양시,노래하는 분수대 1호점(인더라인),20211227,영업,,,,,편의점,"경기도 고양시 일산동구 호수로 731, 노래하는분수대 1층 일부호 (장항동)",경기도 고양시 일산동구 장항동 906 일산노인종합복지관 ,10400,37.6644650844,126.7604466371
고양시,GS25킨텍스드림점,20220103,영업,,,,,편의점,"경기도 고양시 일산서구 킨텍스로 240, 1층 166 일부호 (대화동, 킨텍스 꿈에그린)",경기도 고양시 일산서구 대화동 2603 킨텍스 꿈에그린(판매시설동)1층 166 일부호 ,10391,37.6657084343,126.7503771866
고양시,세븐일레븐 대화새말공원점,2021-10-29,영업,,,,,편의점,"경기도 고양시 일산서구 일산로636번길 37-33, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2015 1층 일부호 ,10369,37.6838393932,126.7583603470
고양시,씨유일산강선8단지점,20211220,영업,,,,,편의점,"경기도 고양시 일산서구 강선로 74, 강선마을8단지 상가동 111(일부)호 (주엽동)",경기도 고양시 일산서구 주엽동 63 강선마을8단지 상가동 111호일부 ,10361,37.6703382311,126.7656610162
고양시,세븐일레븐 일산백석코아점,19990921,영업,,,,,편의점,"경기도 고양시 일산동구 강송로 119 (백석동,,1224-1번지 용신코아 101,102,110호)","경기도 고양시 일산동구 백석동 1224 ,1224-1번지 용신코아 101,102,110호 ",10420,37.6495799665,126.7860887247
고양시,지에스25원흥기쁨점(GS25),20181121,영업,,,,,편의점,"경기도 고양시 덕양구 원흥5로 25, 삼송원흥역센트럴푸르지오판매시설 113(일부)호 (원흥동)",경기도 고양시 덕양구 원흥동 630 삼송원흥역센트럴푸르지오판매시설 113호 일부 ,10564,37.6486054066,126.8765236735
고양시,CU고양센트럴점,20220517,영업,,,,,편의점,"경기도 고양시 덕양구 원흥1로 35, 근린생활시설동 5(일부)호 (원흥동, 고양삼송 A24BL)",경기도 고양시 덕양구 원흥동 600 고양삼송 A24BL ,10561,37.6525350338,126.8680225182
고양시,세븐일레븐 지축삼화점,20221125,영업,,,,,편의점,"경기도 고양시 덕양구 지축1로 49, 삼화프라자 106(일부)호 (지축동)",경기도 고양시 덕양구 지축동 0 ,10585,37.6484183898,126.9157017659
고양시,이마트24고양사리현점,20221125,영업,,,,,편의점,"경기도 고양시 일산동구 성현로659번길 180, 가동 1층 일부호 (사리현동)",경기도 고양시 일산동구 사리현동 185-1 ,10261,37.6964874730,126.8472093575
고양시,세븐일레븐삼송스타클래스,20221206,영업,,,,,편의점,"경기도 고양시 덕양구 덕수천1로 59, 101호 일부호 (삼송동, 삼송스타클래스)",경기도 고양시 덕양구 삼송동 331 삼송스타클래스상가동 101호 일부 ,10587,37.6485570755,126.8827587749
고양시,지에스25가좌양우점,20220822,영업,,,,,편의점,"경기도 고양시 일산서구 가좌4로 13, 가좌마을 상가동 102(일부)호 (가좌동)",경기도 고양시 일산서구 가좌동 1090 가좌마을 상가동 102(일부) ,10209,37.6855471577,126.7185465259
고양시,세븐일레븐 고양연결점,20220804,영업,,,,,편의점,"경기도 고양시 일산동구 고봉로658번길 61-3, 가동 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 1082-16 ,10251,37.7141727624,126.7912557307
고양시,IGA 스프링지점,20220919,영업,,,,,편의점,"경기도 고양시 일산동구 중산로 117, 지하1층 102(일부)호 (중산동)",경기도 고양시 일산동구 중산동 1696 ,10338,37.6825466963,126.7810323742
고양시,세븐일레븐지축푸르지오,20200128,영업,,,,,편의점,"경기도 고양시 덕양구 지축로 55, 상가동 지1층 110호 (지축동, 지축역 센트럴 푸르지오)",경기도 고양시 덕양구 지축동 0 지축역 센트럴 푸르지오 상가동 110호,10583,37.6505310716,126.9164220621
고양시,세븐일레븐 일산두루미점,20221028,영업,,,,,편의점,"경기도 고양시 일산동구 일산로441번길 52-1, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1163-7 1층 일부호 ,10359,37.6712225238,126.7760276664
고양시,지에스25 대화본점,20170920,영업,,,,,편의점,"경기도 고양시 일산서구 중앙로 1559, 씨티타워 1층 108 일부호 (대화동)",경기도 고양시 일산서구 대화동 2222-3 씨티타워 1층 108 일부호 ,10381,37.6754198550,126.7482043023
고양시,씨유킨텍스꿈에그린점(CU),20200226,영업,,,,,편의점,"경기도 고양시 일산서구 킨텍스로 240, 킨텍스 꿈에그린 185(일부)호 (대화동, 킨텍스 꿈에그린)",경기도 고양시 일산서구 대화동 2603 킨텍스 꿈에그린 185(일부)호 ,10391,37.6657084343,126.7503771866
고양시,GS25일산문화점,20190327,영업,,,,,편의점,"경기도 고양시 일산동구 중앙로1275번길 38-10, 우림로데오스위트 110-1호 일부호 (장항동)",경기도 고양시 일산동구 장항동 771-1 우림로데오스위트 ,10401,37.6599427061,126.7709446565
고양시,지에스25 뉴탄현제니스,20170630,영업,,,,,편의점,"경기도 고양시 일산서구 일현로 97-11, 1층 176 일부호 (탄현동, 일산 위브더제니스)",경기도 고양시 일산서구 탄현동 1640 일산 위브더제니스 판매시설 1층 176 일부호 ,10242,37.6952287066,126.7635780487
고양시,이마트24 일산메르헨점,20220510,영업,,,,,편의점,"경기도 고양시 일산동구 무궁화로 8-28, 삼성메르헨하우스 1층 102-2(일부)호 (장항동)",경기도 고양시 일산동구 장항동 752 삼성메르헨하우스 102-2호,10401,37.6601492727,126.7664643200
고양시,씨유 일산풍동9단지점,20200601,영업,,,,,편의점,"경기도 고양시 일산동구 숲속마을2로 101, 1층 일부호 (풍동)",경기도 고양시 일산동구 풍동 1242-11 1층 일부호 ,10303,37.6728943972,126.8021829010
고양시,씨유삼송자이점,20210310,영업,,,,,편의점,"경기도 고양시 덕양구 오금1로 143, 101호 (오금동)",경기도 고양시 덕양구 오금동 663-1 101호,10576,37.6601067159,126.9080820110
고양시,지에스25 강선15단지,20221118,영업,,,,,편의점,"경기도 고양시 일산서구 강선로 30, 102(일부)호 (주엽동, 강선마을15단지아파트)",경기도 고양시 일산서구 주엽동 84 씨엘빌딩 102(일부)호 ,,,
고양시,씨유 일산은마길점,20180529,영업,,,,,편의점,"경기도 고양시 일산동구 은마길 67, A동 1층 일부호 (설문동)",경기도 고양시 일산동구 설문동 494-10 ,10252,37.7141607563,126.8074348925
고양시,씨유고양원당중앙점,2023-08-07,영업,,,,,편의점,"경기도 고양시 덕양구 고양대로 1383-10, 1층 일부호 (성사동)",경기도 고양시 덕양구 성사동 704 ,10464,37.6547864100,126.8380857653
고양시,씨유 지축스타,20230103,영업,,,,,편의점,"경기도 고양시 덕양구 지축로 52, 스타스퀘어 빌딩 109(일부)호 (지축동)",경기도 고양시 덕양구 지축동 0 스타스퀘어 빌딩 ,10585,37.6498698874,126.9139559810
고양시,지에스25덕이포인트점,2020-09-24,영업,,,,,편의점,"경기도 고양시 일산서구 덕이로 276, 1층(102호)일부 (덕이동)",경기도 고양시 일산서구 덕이동 1108-2 1층(102호)일부 ,10227,37.7008820164,126.7341873189
고양시,GS25덕이한소망,2017-08-22,영업,,,,,편의점,"경기도 고양시 일산서구 하이파크로 143, 1(일부)층 (덕이동)",경기도 고양시 일산서구 덕이동 338-38 1층일부 ,10231,37.7035933355,126.7564619428
고양시,지에스25 대화한라점,2023-06-16,영업,,,,,편의점,"경기도 고양시 일산서구 대화2로 66, 대화마을2단지 상가동 101~102호 일부호 (대화동)",경기도 고양시 일산서구 대화동 1580 대화마을2단지 101~102호 일부 ,10219,37.6722516679,126.7293449416
고양시,지에스(GS)25 고양화중로점,2023-03-24,영업,,,,,편의점,"경기도 고양시 덕양구 화중로 60, 화정빌딩 113호 일부 (화정동)",경기도 고양시 덕양구 화정동 983 화정빌딩 113호 일부 ,10500,37.6324374988,126.8308153810
