시군명,사업장명,인허가일자,영업상태명,폐업일자,다중이용업소여부,총시설규모(㎡),위생업종명,위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
시흥시,지에스(GS)25정왕문영점,20170525,폐업,20220511,,,,편의점,"경기도 시흥시 함송로 23, 107~108호 (정왕동)",경기도 시흥시 정왕동 1881-8 107-호,15020,37.3635617393,126.7310225411
시흥시,씨유시흥배곧프라자점,20210311,폐업,20220926,,,,편의점,"경기도 시흥시 서울대학로278번길 19-14, 배곧프라자 1층 109호 (배곧동)",경기도 시흥시 배곧동 193-1 배곧프라자 ,15011,37.3701623935,126.7286625518
시흥시,지에스25시흥하중점,20180514,폐업,20220525,,,,편의점,"경기도 시흥시 하중로125번길 5-1, 1층 일부호 (하중동)",경기도 시흥시 하중동 823-4 ,14975,37.3999753177,126.8004508112
시흥시,GS25(정왕사랑점),20161207,폐업,20221005,,,,편의점,"경기도 시흥시 정왕천로369번길 52, 1층 (정왕동)",경기도 시흥시 정왕동 1580-9 1층 ,15057,37.3445058042,126.7448550542
시흥시,씨유은계브리즈힐,20211230,폐업,20220512,,,,편의점,"경기도 시흥시 은계중앙로 118, 상가동 1층 104호 일부호 (은행동, 은계브리즈힐)",경기도 시흥시 은행동 620 은계브리즈힐 ,14923,37.4395914314,126.8037221297
시흥시,씨유시흥제일풍경채점,20210326,폐업,20220517,,,,편의점,"경기도 시흥시 장현능곡로 144, 근린생활시설1동 지하2층 101호 일부호 (능곡동, 제일풍경채 센텀)",경기도 시흥시 능곡동 203-2 제일풍경채 센텀 ,14999,37.3699011252,126.8042537991
시흥시,세븐일레븐시흥장현중앙점,20200922,폐업,20220502,,,,편의점,"경기도 시흥시 장현서3길 12, 1층 일부호 (장현동)",경기도 시흥시 장현동 407-3 ,14996,37.3731281579,126.7966568926
시흥시,씨유정왕마유로점,20150121,폐업,20220830,,,,편의점,"경기도 시흥시 마유로423번길 20-11, 1층 (정왕동)",경기도 시흥시 정왕동 2294-2 ,15024,37.3541433808,126.7395306456
시흥시,이마트24시흥금오로점,20200414,폐업,20220830,,,,편의점,"경기도 시흥시 금오로465번길 4, 1층 일부호 (과림동)",경기도 시흥시 과림동 348-5 김밥천국 ,14926,37.4436127853,126.8304658909
시흥시,이마트24시흥성원점,20191015,폐업,20220615,,,,편의점,"경기도 시흥시 은행로149번길 1, 시흥성원아파트 상가동 104,105호 (은행동)",경기도 시흥시 은행동 538-2 시흥성원아파트 ,14917,37.4441537742,126.7993953133
시흥시,씨유목감키움점,20190215,폐업,20221021,,,,편의점,"경기도 시흥시 목감남서로 9-27, 1층 107호 (조남동)",경기도 시흥시 조남동 657 ,14988,37.3779410886,126.8534479825
시흥시,이마트24시흥로얄점,20181121,폐업,20210708,,,,편의점,"경기도 시흥시 서울대학로264번길 26-29, 다인 로얄팰리스 배곧5차 1층 111호 (정왕동)",경기도 시흥시 정왕동 1771-24 다인 로얄팰리스 배곧5차 ,15011,37.3668168759,126.7270592906
시흥시,지에스더프레시배곧중흥점,20190507,폐업,20210430,,,,편의점,"경기도 시흥시 해송십리로 472-11, 상가1동 101~106호 (정왕동, 배곧중흥에스클래스)",경기도 시흥시 정왕동 2381 배곧중흥에스클래스 ,15010,37.3842017753,126.7322237779
시흥시,씨유검바위초교점,20190215,폐업,20210624,,,,편의점,"경기도 시흥시 검바위2로 52-12, 풍림아파트 상가동 1층 101호 (은행동)",경기도 시흥시 은행동 250-5 풍림아파트 ,14920,37.4334291034,126.7981275993
시흥시,GS25은계샤르망,20190326,폐업,20210928,,,,편의점,"경기도 시흥시 은계번영길 40, 샤르망프라자 1층 105호 (은행동)",경기도 시흥시 은행동 147-2 샤르망프라자 ,14922,37.4365649144,126.8025406729
시흥시,별난만두카페현대푸드,20201103,폐업,20221031,,,,편의점,"경기도 시흥시 은계번영길 9, 골드웨이 1층 118호 일부호 (은행동)",경기도 시흥시 은행동 646-4 골드웨이 ,14922,37.4375240428,126.8016387672
시흥시,씨유매화삼거리,2021-11-19,폐업,2023-03-17,,,,편의점,"경기도 시흥시 매화로 48, 1층 일부호 (매화동)",경기도 시흥시 매화동 250-20 ,14940,37.4149751368,126.8144934126
시흥시,지에스(GS)25시흥하중,2022-05-25,폐업,2023-05-18,,,,편의점,"경기도 시흥시 하중로125번길 5-1, 1층 일부호 (하중동)",경기도 시흥시 하중동 823-4 ,14975,37.3999753177,126.8004508112
시흥시,씨유시흥스틸랜드점,20180213,폐업,20220228,,,,편의점,"경기도 시흥시 오이도로 21, STEEL  LAND 1층 138호 (정왕동)",경기도 시흥시 정왕동 2210 STEEL  LAND ,15014,37.3460442083,126.7018470559
시흥시,미니스톱대야영남점,20210111,폐업,20221202,,,,편의점,"경기도 시흥시 복지로120번길 8, 열린예능어린이집 1층 3호 일부호 (대야동)",경기도 시흥시 대야동 280-2 열린예능어린이집 ,14907,37.4489131907,126.7933815895
시흥시,이마트24시흥신천본점,20180123,폐업,20221205,,,,편의점,"경기도 시흥시 호현로 21, 범천한의원 1층 101일부호 (신천동)",경기도 시흥시 신천동 705-16 범천한의원 ,14904,37.4423432288,126.7845466809
시흥시,이마트24장현센텀시티점,2022-04-21,폐업,2023-10-06,,,,편의점,"경기도 시흥시 능곡번영길 30, 1층 112호 일부호 (능곡동)",경기도 시흥시 능곡동 212 ,14999,37.3702036074,126.8066452799
시흥시,세븐일레븐시흥어반리더스점,2021-01-06,폐업,2023-10-20,,,,편의점,"경기도 시흥시 은계중앙로 325, 상가동 5호 일부호 (대야동, 엘에이치어반리더스)",경기도 시흥시 대야동 659 엘에이치어반리더스 ,15120,37.4497513611,126.7994222501
시흥시,GS25대야상업점,20180209,폐업,20210930,,,,편의점,"경기도 시흥시 비둘기공원5길 23-1, SK프라자 1층 102호 (대야동)",경기도 시흥시 대야동 540-3 SK프라자 ,14912,37.4419441374,126.7901123002
시흥시,지에스25대야상업점,20211007,폐업,20220603,,,,편의점,"경기도 시흥시 비둘기공원5길 23-1, SK프라자 1층 102호 일부호 (대야동)",경기도 시흥시 대야동 540-3 SK프라자 ,14912,37.4419441374,126.7901123002
시흥시,지에스25배곧헤리움점,2018-09-06,폐업,2023-03-29,,,,편의점,"경기도 시흥시 서울대학로264번길 74, 배곧헤리움어반크로스1차 A동 121호 (정왕동)",경기도 시흥시 정왕동 1771-24 배곧헤리움어반크로스1차 ,15011,37.3661940737,126.7283079200
시흥시,세븐일레븐시흥군서희망점,20211228,폐업,20221215,,,,편의점,"경기도 시흥시 봉우재로23번길 10, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1606 ,15056,37.3457191046,126.7428897269
시흥시,씨유시화한라점,20190325,폐업,20221014,,,,편의점,"경기도 시흥시 중심상가로 178, 1층 104,105호 (정왕동)",경기도 시흥시 정왕동 1740-1 한라프라자 ,15066,37.3449643659,126.7348588815
시흥시,미니스톱시흥관광호텔점,2019-05-21,폐업,2023-05-22,,,,편의점,"경기도 시흥시 평안상가4길 21, 시흥관광호텔 1층 (정왕동)",경기도 시흥시 정왕동 1622-6 시흥관광호텔 ,15062,37.3377771272,126.7498217877
시흥시,세븐일레븐시흥장현로점,2020-12-08,폐업,2023-07-27,,,,편의점,"경기도 시흥시 능곡군자1길 127, 1층 일부호 (군자동)",경기도 시흥시 군자동 산 5-2 제이앤디하우스 ,14999,37.3682423098,126.8057372666
시흥시,GS25시흥신일점,2017-02-17,폐업,2023-01-26,,,,편의점,"경기도 시흥시 신천로19번길 26-1, 1층 (신천동)",경기도 시흥시 신천동 875-16 ,14951,37.4313821086,126.7904268144
시흥시,미니스톱은계풍경채점,20200730,폐업,20230116,,,,편의점,"경기도 시흥시 은계중앙로 151, 1층 104호 일부호 (은행동)",경기도 시흥시 은행동 625 ,14923,37.4401813710,126.8074809811
시흥시,씨유시흥센트럴,2020-08-06,폐업,2023-04-28,,,,편의점,"경기도 시흥시 수인로3312번길 16, T108동 지하2층 A101호 일부호 (대야동)",경기도 시흥시 대야동 418-21 ,14911,37.4401240850,126.7887277688
시흥시,세븐일레븐시흥CMI점,2019-07-08,폐업,2023-04-28,,,,편의점,"경기도 시흥시 금오로 601, 1층 일부호 (과림동)",경기도 시흥시 과림동 82 101~103호,14927,37.4544865225,126.8326528675
시흥시,씨유배곧이지더원2차,20210615,폐업,20220829,,,,편의점,"경기도 시흥시 서울대학로 100, 상가501동 지1층 101호 일부호 (배곧동, 시흥배곧신도시 이지더원2차 에듀그린)",경기도 시흥시 배곧동 279 시흥배곧신도시 이지더원2차 에듀그린 ,15012,37.3586826617,126.7141569634
시흥시,이마트24시흥장현점,2020-08-27,폐업,2023-02-23,,,,편의점,"경기도 시흥시 능곡군자1길 82, 1층 101호 일부호 (군자동)",경기도 시흥시 군자동 215 ,14999,37.3663026804,126.8054502238
시흥시,세븐일레븐시흥월곶중앙로점,20210202,폐업,20210917,,,,편의점,"경기도 시흥시 월곶중앙로 64, 풍산프라자 1층 110호 일부호 (월곶동)",경기도 시흥시 월곶동 1009-1 풍산프라자 ,14966,37.3891728802,126.7385104453
시흥시,미니스톱 월곶풍림점,20040728,폐업,20221028,,,,편의점,"경기도 시흥시 월곶중앙로70번안길 21, 1층 (월곶동)",경기도 시흥시 월곶동 1004-7 1층 ,14966,37.3900996098,126.7410541227
시흥시,GS25시흥드림점,20180314,폐업,20220523,,,,편의점,"경기도 시흥시 동서로 1095-1, 황제아파트 1층 101-102호 (논곡동)",경기도 시흥시 논곡동 160-29 황제아파트 ,14984,37.3868476858,126.8602735302
시흥시,미니스톱시화공단점,2009-09-11,폐업,2023-08-03,,,,편의점,"경기도 시흥시 정왕천로 197 (정왕동, 동우디지털파크A동139,155호)","경기도 시흥시 정왕동 1288-2 동우디지털파크139,155호 ",15106,37.3296628281,126.7368313979
시흥시,씨유장현금강펜테리움점,2021-03-26,폐업,2023-02-02,,,,편의점,"경기도 시흥시 장현천로 133, 623동 지하2층 B202호 일부호 (군자동, 시흥 장현 금강펜테리움 센트럴파크)",경기도 시흥시 군자동 218-25 시흥 장현 금강펜테리움 센트럴파크 ,14999,37.3679210101,126.8047464078
시흥시,이마트24시흥포동점,20170106,폐업,20221212,,,,편의점,"경기도 시흥시 신현로30번길 3, 1층 (포동)",경기도 시흥시 포동 5-16 1층 ,14957,37.4068663891,126.7861496991
시흥시,미니스톱해든시티점,2021-03-16,폐업,2023-02-16,,,,편의점,"경기도 시흥시 서울대학로264번길 26-18, 해든트윈스오피스텔 1층 102호 일부호 (정왕동)",경기도 시흥시 정왕동 2531-1 해든트윈스오피스텔 ,15011,37.3666666859,126.7261460851
시흥시,지에스25은계미림점,2020-07-31,폐업,2023-04-10,,,,편의점,"경기도 시흥시 은계번영길 25, 미림프라자 1층 112호 일부호 (은행동)",경기도 시흥시 은행동 646-11 미림프라자 ,14922,37.4367806110,126.8039629429
시흥시,씨유정왕원룸센터점,2015-08-28,폐업,2023-09-12,,,,편의점,"경기도 시흥시 큰솔공원로 12, 1층 (정왕동)",경기도 시흥시 정왕동 1543 ,15051,37.3425906028,126.7555541689
시흥시,이마트24시흥은계파크점,2020-11-19,폐업,2023-04-28,,,,편의점,"경기도 시흥시 은계중앙로306번길 70, 1층 101호 (대야동)",경기도 시흥시 대야동 651 ,15120,37.4523230608,126.7953506879
시흥시,세븐일레븐시흥다둥이점,2019-03-19,폐업,2023-04-28,,,,편의점,"경기도 시흥시 금오로 496, 세븐일레븐 시흥다둥이점 1층 (과림동)",경기도 시흥시 과림동 314-3 ,14926,37.4460179563,126.8318010754
시흥시,세븐일레븐시흥정왕하나점,2018-07-11,폐업,2023-06-19,,,,편의점,"경기도 시흥시 봉우재로 14, 상승빌딩 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1593-4 상승빌딩 ,15057,37.3444242497,126.7433769014
시흥시,GS25신천빌라점,2014-12-03,폐업,2023-10-23,,,,편의점,"경기도 시흥시 신천6길 43, 1층 104호 (신천동)",경기도 시흥시 신천동 821-1 ,14947,37.4372428294,126.7773495041
시흥시,지에스25시흥센트럴점,20200821,폐업,20221227,,,,편의점,"경기도 시흥시 수인로3312번길 16, T동 1층 T115호 (대야동)",경기도 시흥시 대야동 418-21 ,14911,37.4411091608,126.7891593156
시흥시,세븐일레븐(배곧대방점),20190806,폐업,20221223,,,,편의점,"경기도 시흥시 배곧4로 81-39, 1층 105호 (정왕동, 시흥배곧신도시 대방노블랜드 엘리트시티)",경기도 시흥시 정왕동 1772-21 시흥배곧신도시 대방노블랜드 엘리트시티 ,15010,37.3753283168,126.7371708586
시흥시,씨유은계한양수자인점,20190220,폐업,20221223,,,,편의점,"경기도 시흥시 은계남로 11, 상가1동 1층 108,109호 (은행동, 시흥은계한양수자인더클래스)",경기도 시흥시 은행동 217-14 시흥은계한양수자인더클래스 ,14922,37.4343743320,126.8024931807
시흥시,세븐일레븐시흥능곡점,20190307,폐업,20220222,,,,편의점,"경기도 시흥시 승지로60번길 17, 1층 103호 (능곡동)",경기도 시흥시 능곡동 758 현대프라자 ,14995,37.3687417605,126.8125426628
시흥시,씨유시흥은계중앙점,20190822,폐업,20210831,,,,편의점,"경기도 시흥시 은계로338번길 13, 1층 (대야동)",경기도 시흥시 대야동 269-18 ,15120,37.4502953340,126.7969186006
시흥시,세븐일레븐시흥정왕번화로점,2022-01-18,폐업,2023-02-03,,,,편의점,"경기도 시흥시 정왕천로411번길 38, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1187-10 ,15052,37.3464500393,126.7486742334
시흥시,이마트24시화수호점,20201022,폐업,20210903,,,,편의점,"경기도 시흥시 옥구천동로 114, 가동 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1359-10 ,15092,37.3362058326,126.7105869422
시흥시,GS25골든프라자점,20200109,폐업,20211125,,,,편의점,"경기도 시흥시 배곧4로 32-9, 골든프라자 106호 (정왕동)",경기도 시흥시 정왕동 2477-4 골든프라자 106호,15010,37.3767326227,126.7271721413
시흥시,세븐일레븐시흥배곧로데오점,20190424,폐업,20220308,,,,편의점,"경기도 시흥시 배곧5로 78, 로데오프라자 1층 106,107호 (배곧동)",경기도 시흥시 배곧동 18-7 로데오프라자 ,15010,37.3823773678,126.7358343568
시흥시,GS25시흥은행로점,20170728,폐업,20211220,,,,편의점,"경기도 시흥시 은행로 130, 108호 (은행동)",경기도 시흥시 은행동 539-4 108호,14916,37.4427062854,126.8000192604
시흥시,씨유시흥신천센터점,20210909,폐업,20221227,,,,편의점,"경기도 시흥시 신천로 62, 더존공인중개사사무소 1층 일부호 (신천동)",경기도 시흥시 신천동 852-14 더존공인중개사사무소 ,14950,37.4362041771,126.7873971270
시흥시,지에스25은계써밋점,20190809,폐업,20211220,,,,편의점,"경기도 시흥시 은계남로 12, 1층 106,107호 (은행동, 시흥은계 호반 써밋플레이스)",경기도 시흥시 은행동 150 시흥은계 호반 써밋플레이스 ,14922,37.4351025771,126.8037071995
시흥시,세븐일레븐시흥군서고점,20190719,폐업,20211001,,,,편의점,"경기도 시흥시 군서마을로 116, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1803-6 101호,15054,37.3497072486,126.7407157487
시흥시,씨유시흥목감가야점,20210823,폐업,20220613,,,,편의점,"경기도 시흥시 목감초등길 14-22, 가야상가 1층 103호 일부호 (조남동)",경기도 시흥시 조남동 171-18 가야상가 ,14984,37.3852378798,126.8592818605
시흥시,GS25시흥대은로점,20181213,폐업,20211005,,,,편의점,"경기도 시흥시 대은로104번길 8-1, 1층 일부호 (은행동)",경기도 시흥시 은행동 529-1 ,14916,37.4448949232,126.7997388560
시흥시,지에스25장현호반점,20201013,폐업,20220510,,,,편의점,"경기도 시흥시 장현순환로 58, 1231동 지하1층 2-110호 일부호 (장현동, 장현호반써밋)",경기도 시흥시 장현동 369 장현호반써밋 ,14996,37.3747138744,126.7950269845
시흥시,PC토랑,20160628,폐업 등,20180716,N,,휴게음식점,편의점,"경기도 시흥시 복지로120번길 4, 2층 (대야동, 아이센스피씨방내)",경기도 시흥시 대야동 284-2번지 아이센스피씨방,429807,37.4490636405,126.7929166452
시흥시,GS25시흥문화마을로점,20150918,폐업 등,20180323,N,,휴게음식점,편의점,"경기도 시흥시 대골길 26, 101호 (대야동)",경기도 시흥시 대야동 447-8번지 101호,429809,37.4487548151,126.7895165851
시흥시,훼미리마트 시흥정왕본점,20110512,폐업 등,20120305,N,,휴게음식점,편의점,"경기도 시흥시 정왕천로411번길 52, 1층 (정왕동)",경기도 시흥시 정왕동 1184-5번지 1층,429847,37.3471727111,126.7475041357
시흥시,세븐일레븐(시흥정왕 군서점),20110923,폐업 등,20160511,N,,휴게음식점,편의점,"경기도 시흥시 봉우재로51번길 29-1, 1층 (정왕동)",경기도 시흥시 정왕동 1830-1번지 1층,429863,37.3486208206,126.7427815556
시흥시,세븐일레븐(오이도입구점),20110923,폐업 등,20121126,N,,휴게음식점,편의점,"경기도 시흥시 오이도중앙로5번길 16, 1층 (정왕동)",경기도 시흥시 정왕동 1984-1번지 1층,429867,37.3471342035,126.6924533483
시흥시,세븐일레븐(능곡점),20110923,폐업 등,20131113,N,,휴게음식점,편의점,"경기도 시흥시 승지로 73, 1층 (능곡동)",경기도 시흥시 능곡동 543번지 1층,429240,37.3706230971,126.8105603718
시흥시,(주)비지에프휴먼넷오이도점,20140409,폐업 등,20151113,N,,휴게음식점,편의점,"경기도 시흥시 오이도로135번길 43, 1층 (정왕동)",경기도 시흥시 정왕동 2007-12번지 1층,429867,37.3445177227,126.6881347900
시흥시,씨유시흥군서점,20140825,폐업 등,20180313,N,,휴게음식점,편의점,경기도 시흥시 군서마을로 84 (정왕동),경기도 시흥시 정왕동 1831-14번지,429863,37.3479410247,126.7436012896
시흥시,미니스톱시흥정왕점,20141202,폐업 등,20180706,N,,휴게음식점,편의점,경기도 시흥시 정왕천로359번길 30 (정왕동),경기도 시흥시 정왕동 1436-6번지,429856,37.3424298223,126.7458241646
시흥시,씨유 시흥은행점,20110411,폐업 등,20130206,N,,휴게음식점,편의점,경기도 시흥시 은행로 130,경기도 시흥시 은행동 539-4번지 108호,429838,37.4427062854,126.8000192604
시흥시,하모니마트(명지유통),20110425,폐업 등,20110704,N,,휴게음식점,편의점,경기도 시흥시 함송로13번길 27,경기도 시흥시 정왕동 1878-2번지 번지 1층,429450,37.3651101625,126.7321134465
시흥시,세븐일레븐(정왕4호점),20030228,폐업 등,20040407,N,,휴게음식점,편의점,경기도 시흥시 중심상가로 146,경기도 시흥시 정왕동 1731-1번지 한일(프)101호,429862,37.3467038502,126.7320525562
시흥시,세븐일레븐(대야2호점),20030313,폐업 등,20030809,N,,휴게음식점,편의점,경기도 시흥시 대은로 81,"경기도 시흥시 대야동 573-2,번지 모비딕빌딩 102호",429010,37.4447000348,126.7972761971
시흥시,미니스톱(연성점),20030522,폐업 등,20050323,N,,휴게음식점,편의점,경기도 시흥시 장곡로53번길 9,경기도 시흥시 장곡동 809-11번지,429430,37.3785801051,126.7829277442
시흥시,미니스톱(월곶랜드2점),20030814,폐업 등,20031224,N,,휴게음식점,편의점,경기도 시흥시 월곶중앙로 38,"경기도 시흥시 월곶동 995-1,번지 마린월드상가129호",429440,37.3880373624,126.7413460252
시흥시,LG25 (시화정왕점),20031013,폐업 등,20041005,N,,휴게음식점,편의점,경기도 시흥시 옥구상가2길 10,"경기도 시흥시 정왕동 1859-1,번지 103호",429450,37.3535174263,126.7236502469
시흥시,LG25(시흥우남점),20031202,폐업 등,20050525,N,,휴게음식점,편의점,경기도 시흥시 대은로 100,"경기도 시흥시 은행동 528-1,번지 삼은넥스타운,102호",429060,37.4452894217,126.7993847234
시흥시,세븐일레븐시흥은행점,20081029,폐업 등,20160331,N,,휴게음식점,편의점,경기도 시흥시 은행로 165 (대야동),경기도 시흥시 대야동 578-1번지,429874,37.4455630598,126.7984099362
시흥시,바이더웨이,20090824,폐업 등,20171121,N,,휴게음식점,편의점,경기도 시흥시 큰솔로 26 (정왕동),경기도 시흥시 정왕동 1407-9번지,429855,37.3400189521,126.7522605322
시흥시,세븐일레븐시흥도창점,20160602,폐업 등,20180813,N,,휴게음식점,편의점,"경기도 시흥시 매화로 153, 지층 106호 (도창동)",경기도 시흥시 도창동 78번지 대선월드피아 지하 106호,429815,37.4092227808,126.8188848827
시흥시,세븐일레븐시흥매화점,20150710,폐업 등,20160519,N,,휴게음식점,편의점,"경기도 시흥시 매화1로 2-1, 101호 (매화동)",경기도 시흥시 매화동 200-5번지 101호,429817,37.4164146187,126.8140282650
시흥시,(주)진로베스토아,19960810,폐업 등,19961224,N,,휴게음식점,편의점,경기도 시흥시 호현로10번길 15-1,경기도 시흥시 신천동 707-16번지,429828,37.4412633046,126.7848282691
시흥시,미니스톱,20020502,폐업 등,20040716,N,,휴게음식점,편의점,경기도 시흥시 월곶중앙로70번안길 21,경기도 시흥시 월곶동 1004-7번지,429834,37.3900996098,126.7410541227
시흥시,비엔에이치,20020731,폐업 등,20021209,N,,휴게음식점,편의점,경기도 시흥시 정왕시장길 14-1,경기도 시흥시 정왕동 1436-9번지,429856,37.3427924339,126.7461479366
시흥시,미니스톱(정왕점),20021226,폐업 등,20030919,N,,휴게음식점,편의점,경기도 시흥시 중심상가로 155,"경기도 시흥시 정왕동 1728-17,번지 103호",429450,37.3464056067,126.7333200886
시흥시,미니스톱시흥봉우재로점,20161014,폐업 등,20180629,N,,휴게음식점,편의점,"경기도 시흥시 봉우재로36번길 8, 1층 (정왕동, 일부)",경기도 시흥시 정왕동 1577-4번지 1층일부,429856,37.3456693612,126.7449788819
시흥시,GS25시흥정왕점,20161101,폐업 등,20170427,N,,휴게음식점,편의점,경기도 시흥시 봉우재로11번길 1 (정왕동),경기도 시흥시 정왕동 1619-6번지,429857,37.3441932866,126.7424986138
시흥시,씨유정왕옥터로점,20150903,폐업 등,20161116,N,,휴게음식점,편의점,"경기도 시흥시 옥터로 44, 101-102호 (정왕동)",경기도 시흥시 정왕동 2016-1번지 101-102호,429867,37.3441341744,126.6913565013
시흥시,GS25월곶풍림점,20150918,폐업 등,20170216,N,,휴게음식점,편의점,"경기도 시흥시 월곶중앙로14번길 87, 101호 (월곶동)",경기도 시흥시 월곶동 1010-1번지 101호,429834,37.3916530654,126.7387338890
시흥시,위드미시흥정왕군서점,20150825,폐업 등,20160802,N,,휴게음식점,편의점,"경기도 시흥시 봉우재로41번길 19, 101-102호 (정왕동)",경기도 시흥시 정왕동 1598번지 101-102호,429857,37.3473424763,126.7430314900
시흥시,별별모퉁이가게,20160613,폐업 등,20170927,N,,휴게음식점,편의점,"경기도 시흥시 대은로 83, 102호 (대야동, 루비프라자)",경기도 시흥시 대야동 574번지 루비프라자 102호,429874,37.4449448662,126.7975226165
시흥시,미니스톱(월곶랜드점),20020511,폐업 등,20060904,N,,휴게음식점,편의점,경기도 시흥시 월곶중앙로 38,"경기도 시흥시 월곶동 995-1번지 101호,102호",429834,37.3880373624,126.7413460252
시흥시,미니스톱,20020814,폐업 등,20040910,N,,휴게음식점,편의점,경기도 시흥시 중심상가3길 11-1,경기도 시흥시 정왕동 1737-14번지 1층 101호,429861,37.3448607583,126.7369598548
시흥시,에스앤제이파트너스(주) 시흥오이도점,20151124,폐업 등,20170216,N,,휴게음식점,편의점,"경기도 시흥시 오이도5길 11, 1층 (정왕동)",경기도 시흥시 정왕동 2010-10번지,429867,37.3434599964,126.6889929023
시흥시,세븐일레븐(은행점),20030321,폐업 등,20030809,N,,휴게음식점,편의점,경기도 시흥시 은행로149번길 12,경기도 시흥시 은행동 534-3번지,429060,37.4440921167,126.7981184411
시흥시,OK24시편의점,20081106,폐업 등,20100106,N,,휴게음식점,편의점,경기도 시흥시 중심상가3길 9,경기도 시흥시 정왕동 1737-12번지 108호,429861,37.3451507793,126.7372052989
시흥시,GS25 시흥포동점,20130827,폐업 등,20151001,N,,휴게음식점,편의점,"경기도 시흥시 신현로38번길 12, 1층 (포동)",경기도 시흥시 포동 13-31번지 1층,429871,37.4066590181,126.7846488724
시흥시,주식회사비지에프리테일시흥매화점,20140626,폐업 등,20150527,N,,휴게음식점,편의점,"경기도 시흥시 매화2로 40, 1층 (매화동)",경기도 시흥시 매화동 358-2번지,429818,37.4168354228,126.8104420889
시흥시,소풍,20141006,폐업 등,20150430,N,,휴게음식점,편의점,"경기도 시흥시 정왕천로 155, A동 C101호 (정왕동, 트윈시스템 지식산업센터)",경기도 시흥시 정왕동 1286-1번지 트윈시스템 지식산업센터 A동 C101호,429850,37.3263219889,126.7331517240
시흥시,훼미리마트 매직점,20110504,폐업 등,20120215,N,,휴게음식점,편의점,"경기도 시흥시 봉우재로 23-29, 1층 (정왕동)",경기도 시흥시 정왕동 1609번지 1층,429857,37.3466348665,126.7409160415
시흥시,세븐일레븐(시흥장현대동점),20110923,폐업 등,20121126,N,,휴게음식점,편의점,경기도 시흥시 시청로 61,경기도 시흥시 장현동 540번지 번지 대동(아)상가동 105호,429844,37.3799008690,126.8002758789
시흥시,씨유정왕동남점,20170929,폐업 등,20171102,N,,휴게음식점,편의점,"경기도 시흥시 정왕대로28번길 31, 101호 (정왕동)",경기도 시흥시 정왕동 1862번지 101호,429450,37.3539081067,126.7186442005
시흥시,바이더웨이,20090810,폐업 등,20161230,N,,휴게음식점,편의점,경기도 시흥시 오동마을로6번길 17 (정왕동),경기도 시흥시 정왕동 2321-7번지,429930,37.3521994574,126.7428133568
시흥시,CU시흥상록점,20150428,폐업 등,20161103,N,,휴게음식점,편의점,"경기도 시흥시 복지로 96, 1층 101호 (대야동)",경기도 시흥시 대야동 568-2번지 1층 101호,429874,37.4472633410,126.7918143639
안산시,씨유 상록불꽃점,2023-06-12,영업,,,,,편의점,"경기도 안산시 상록구 본삼로 17, 1층 101호 일부 (본오동)",경기도 안산시 상록구 본오동 878-9 1층 101호 일부 ,15537,37.3012169115,126.8619248094
안산시,씨유(CU)안산선경점,20110531,영업,,,,,편의점,"경기도 안산시 상록구 예술광장1로 131 (성포동, 선경유치원별관1층)",경기도 안산시 상록구 성포동 592 선경유치원별관1층 ,15290,37.3250840377,126.8435396629
안산시,세븐일레븐 안산그랑시티자이2차점,20210416,영업,,,,,편의점,"경기도 안산시 상록구 해양5로 11, 그랑시티자이2차 근린생활시설 126호 일부 (사동)",경기도 안산시 상록구 사동 1639 그랑시티자이2차 근린생활시설 126호 일부 ,15596,37.2796100156,126.8339743855
안산시,GS25부곡대로점,20170526,영업,,,,,편의점,"경기도 안산시 상록구 부곡로 59 (부곡동, 1층일부)",경기도 안산시 상록구 부곡동 684-1 1층일부 ,15312,37.3277805811,126.8602554492
안산시,GS25사동타운점,20170220,영업,,,,,편의점,"경기도 안산시 상록구 항가울로 11-1, 1층 (사동, 1층 일부)",경기도 안산시 상록구 사동 1431-5 1층 일부 ,15628,37.2829910844,126.8470753495
안산시,세븐일레븐 선경다온점,2021-12-30,영업,,,,,편의점,"경기도 안산시 상록구 감골2로 60, 선경아파트 선경분산상가 106호 일부 (사동)",경기도 안산시 상록구 사동 1345 선경아파트 선경분산상가106호일부 ,15621,37.2913616036,126.8497445387
안산시,지에스(GS)25사동월드점,20161123,영업,,,,,편의점,"경기도 안산시 상록구 감골로 59 (사동, 월드아파트(상가동)725동 101호편의점내)",경기도 안산시 상록구 사동 1346 월드아파트(상가동)725동 101호편의점내 ,,,
안산시,데이앤데이(고잔점),20211210,영업,,,,,편의점,"경기도 안산시 단원구 광덕3로 175-13, 대우타운 110호 일부 (고잔동)",경기도 안산시 단원구 고잔동 726-1 대우타운 110호 일부 ,15462,37.3136449768,126.8321619989
